ID,Opponent,Home,Result,Mins,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Game Score,+/-
202303310BOS,UTA,False,W,35:47,12,17,.706,5,8,.625,10,11,.909,1,10,11,3,3,0,0,4,39,38.7,+7
202304040PHI,PHI,True,L,37:48,7,20,.350,2,8,.250,3,5,.600,1,5,6,6,3,0,2,2,19,13.6,-13
202304070BOS,TOR,False,W,19:56,7,12,.583,0,5,.000,7,9,.778,1,2,3,4,0,0,3,2,21,14.9,+23
202310250NYK,NYK,True,W,38:39,13,22,.591,3,8,.375,5,6,.833,0,11,11,4,2,1,4,3,34,27.0,0
202310270BOS,MIA,False,W,41:26,9,22,.409,3,10,.300,1,3,.333,0,8,8,5,1,0,2,4,22,12.7,+13
202310300WAS,WAS,True,W,27:36,14,21,.667,4,9,.444,1,1,1.000,0,6,6,3,0,0,2,2,33,25.0,+27
202311010BOS,IND,False,W,26:34,9,15,.600,3,5,.600,9,10,.900,2,10,12,4,0,0,2,1,30,27.5,+36
202311040BRK,BRK,True,W,40:52,10,20,.500,6,10,.600,6,6,1.000,1,10,11,1,0,0,3,1,32,23.0,+18
202311060MIN,MIN,True,L,42:58,12,22,.545,2,8,.250,6,8,.750,0,5,5,2,5,0,6,2,32,21.7,+3
202311080PHI,PHI,True,L,37:05,6,14,.429,2,6,.333,2,3,.667,1,14,15,6,3,0,2,2,16,17.5,-1
202311100BOS,BRK,False,W,33:18,6,17,.353,4,11,.364,7,9,.778,1,9,10,3,0,0,2,1,23,15.8,+28
202311110BOS,TOR,False,W,34:05,10,18,.556,3,9,.333,4,6,.667,0,5,5,4,0,1,1,2,27,20.8,+42
202311130BOS,NYK,False,W,39:28,13,23,.565,5,12,.417,4,5,.800,1,5,6,7,1,0,3,5,35,26.8,+12
202311150PHI,PHI,True,W,38:30,10,23,.435,4,10,.400,5,6,.833,2,6,8,6,2,0,3,1,29,22.5,+2
202311170TOR,TOR,True,W,37:25,8,22,.364,1,11,.091,0,0,,1,6,7,2,1,0,3,3,17,5.5,-4
202311190MEM,MEM,True,W,35:15,7,13,.538,1,1,1.000,5,6,.833,2,7,9,5,1,1,8,4,20,12.4,-1
202311200CHO,CHO,True,L,43:54,15,28,.536,7,15,.467,8,10,.800,0,13,13,6,0,2,3,1,45,36.7,-5
202311220BOS,MIL,False,W,36:01,7,17,.412,2,9,.222,7,9,.778,0,11,11,4,0,1,2,2,23,17.1,-2
202311240ORL,ORL,True,L,38:55,7,16,.438,0,3,.000,12,13,.923,0,5,5,3,2,0,2,3,26,19.6,-21
202311260BOS,ATL,False,W,38:48,11,25,.440,5,13,.385,7,10,.700,1,8,9,4,2,0,6,2,34,20.8,+3
202311280BOS,CHI,False,W,35:33,8,16,.500,2,8,.250,3,3,1.000,1,6,7,4,0,0,4,2,21,13.5,+18
202312010BOS,PHI,False,W,27:27,6,9,.667,2,5,.400,7,9,.778,0,7,7,4,1,1,7,1,21,15.5,-7
202312040IND,IND,True,L,37:22,13,26,.500,2,8,.250,4,7,.571,1,11,12,6,1,0,2,2,32,24.2,-14
202312080BOS,NYK,False,W,38:36,8,18,.444,3,9,.333,6,8,.750,0,6,6,5,1,0,0,3,25,19.9,+17
202312120BOS,CLE,False,W,40:34,7,19,.368,2,9,.222,9,9,1.000,0,10,10,5,0,2,4,3,25,17.2,+9
202312140BOS,CLE,False,W,36:26,9,22,.409,3,10,.300,6,8,.750,3,8,11,3,0,3,3,1,27,19.7,+2
202312150BOS,ORL,False,W,38:47,11,22,.500,2,9,.222,6,9,.667,0,6,6,4,0,0,2,3,30,19.2,+14
202312170BOS,ORL,False,W,30:52,8,21,.381,4,6,.667,3,4,.750,3,5,8,3,0,1,1,3,23,15.3,+9
202312190GSW,GSW,True,L,40:57,5,17,.294,2,9,.222,3,3,1.000,3,5,8,7,2,0,0,0,15,15.6,-9
202312230LAC,LAC,True,W,30:20,9,16,.563,5,10,.500,7,9,.778,0,4,4,2,1,0,2,0,30,23.2,+19
202312250LAL,LAL,True,W,41:14,6,15,.400,1,6,.167,12,13,.923,0,8,8,7,0,1,1,0,25,23.5,+10
202312280BOS,DET,False,W,43:19,11,31,.355,2,11,.182,7,8,.875,2,5,7,10,5,0,3,4,31,23.6,+10
202312310SAS,SAS,True,W,30:50,10,17,.588,5,10,.500,0,0,,1,5,6,2,0,2,3,1,25,18.7,+32
202401020OKC,OKC,True,L,37:36,10,21,.476,2,5,.400,8,10,.800,5,8,13,8,1,0,4,3,30,25.8,0
202401050BOS,UTA,False,W,24:38,6,12,.500,5,8,.625,13,14,.929,0,9,9,5,1,1,1,1,30,30.1,+34
202401060IND,IND,True,W,37:36,14,23,.609,8,13,.615,2,4,.500,1,12,13,6,1,0,4,4,38,30.6,+19
202401100BOS,MIN,False,W,42:15,13,26,.500,6,11,.545,13,14,.929,0,4,4,2,1,0,1,3,45,33.0,+3
202401110MIL,MIL,True,L,15:45,2,6,.333,0,1,.000,3,4,.750,0,1,1,3,0,0,1,2,7,3.8,-31
202401130BOS,HOU,False,W,29:30,9,17,.529,4,7,.571,5,7,.714,1,7,8,5,1,1,2,2,27,23.1,+9
202401150TOR,TOR,True,W,37:28,7,19,.368,1,6,.167,4,4,1.000,0,14,14,6,1,1,1,2,19,16.8,+8
202401170BOS,SAS,False,W,31:33,9,21,.429,3,8,.375,3,5,.600,0,5,5,2,0,0,2,2,24,12.2,+11
202401190BOS,DEN,False,L,38:55,9,24,.375,1,8,.125,3,3,1.000,2,6,8,5,1,0,0,1,22,16.1,+6
202401210HOU,HOU,True,W,35:07,4,17,.235,1,6,.167,9,12,.750,1,6,7,3,1,0,2,0,18,10.1,-4
202401220DAL,DAL,True,W,40:55,11,21,.524,2,8,.250,15,19,.789,0,11,11,5,3,2,0,4,39,36.7,+27
202401250MIA,MIA,True,W,32:12,7,15,.467,3,7,.429,9,10,.900,1,7,8,4,0,0,1,1,26,22.1,+22
202401270BOS,LAC,False,L,30:02,8,18,.444,2,4,.500,3,3,1.000,3,8,11,1,0,1,3,2,21,13.7,-32
202401290BOS,NOP,False,W,37:30,10,18,.556,2,8,.250,6,7,.857,0,10,10,8,3,1,7,1,28,23.9,+9
202401300BOS,IND,False,W,38:50,12,19,.632,4,9,.444,2,3,.667,0,7,7,7,1,2,2,2,30,27.7,-4
202402010BOS,LAL,False,L,36:37,8,21,.381,5,10,.500,2,2,1.000,2,5,7,3,1,1,2,3,23,15.0,-12
202402040BOS,MEM,False,W,30:48,12,22,.545,6,12,.500,4,4,1.000,1,7,8,7,1,0,2,1,34,29.7,+27
202402070BOS,ATL,False,W,35:36,8,21,.381,2,13,.154,2,2,1.000,0,9,9,7,1,0,3,3,20,12.9,+3
202402090BOS,WAS,False,W,38:04,12,22,.545,3,10,.300,8,9,.889,1,9,10,8,1,2,2,1,35,33.0,+9
202402110MIA,MIA,True,W,38:41,11,20,.550,2,6,.333,2,2,1.000,1,9,10,9,0,2,1,1,26,26.1,+5
202402130BRK,BRK,True,W,38:59,14,26,.538,5,11,.455,8,8,1.000,0,14,14,5,2,1,2,3,41,35.6,+21
202402140BOS,BRK,False,W,28:23,7,16,.438,2,7,.286,4,5,.800,1,6,7,9,0,0,1,0,20,19.0,+27
202402220CHI,CHI,True,W,34:55,8,17,.471,5,10,.500,4,6,.667,0,7,7,5,3,0,3,3,25,19.9,+13
202402240NYK,NYK,True,W,43:22,7,15,.467,2,8,.250,3,4,.750,1,5,6,6,2,1,4,3,19,14.8,+15
202402270BOS,PHI,False,W,34:45,9,20,.450,1,7,.143,10,11,.909,0,11,11,8,0,1,1,1,29,26.4,+27
202403010BOS,DAL,False,W,37:10,10,19,.526,5,9,.556,7,7,1.000,0,8,8,3,0,0,4,2,32,22.4,+17
202403030BOS,GSW,False,W,25:12,9,13,.692,4,5,.800,5,5,1.000,0,3,3,5,1,1,0,2,27,26.8,+40
202403050CLE,CLE,True,L,37:31,8,21,.381,5,9,.556,5,6,.833,2,11,13,2,0,0,2,3,26,17.0,-7
202403070DEN,DEN,True,L,38:39,5,13,.385,2,5,.400,3,4,.750,1,3,4,8,2,0,5,4,15,10.1,-2
